"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"révélation";-1,534;-0,148;-2,142;40,374;-3,605;-0,746
"révolutionnaire";2,947;-0,079;4,13;-0,161;-3,277;-0,564
"résolution";0,364;25,009;0,029;-1,863;-3,605;-2,647
"répercussion";-1,534;-0,148;18,114;-0,257;-0,249;-2,647
"régularité";-1,255;0,68;0,233;-1,524;-0,89;3,623
"retard";-0,101;0,263;-0,418;-0,257;5,295;-2,647
"reprise";5,979;0,263;-0,418;0,123;-1,437;-0,746
"refonte";0,364;0,263;-0,418;-0,257;2,564;-2,647
"recto";-1,534;-1,643;-2,142;-0,257;19,367;-0,746
"pédagogie";13,31;-1,494;0,101;0,248;-3,277;-0,564
"prouver";-0,976;1,506;-0,021;10,311;-2,293;-1,684
"profit";2,947;0,436;0,101;0,248;-3,277;-0,564
"poussière";-1,395;-1,494;-0,29;-0,161;0,154;6,008
"platon";-1,115;-1,195;-0,084;34,515;-2,621;-1,925
"physiologique";-1,534;-1,643;25,737;-1,863;-3,605;0,439
"ordonnance";13,169;-1,045;-0,021;-1,185;0,058;-1,684
"opaque";-1,534;-0,148;-2,142;-1,863;-3,605;36,067
"obligatoire";11,33;-0,148;-0,418;4,268;-3,605;-2,647
"nuance";-1,115;-1,195;6,677;-0,025;-2,621;1,683
"nord";2,947;-1,494;-1,947;24,95;-3,277;-2,406
"noble";-1,534;-1,643;-2,142;65,115;-3,605;-2,647
"navigation";-0,046;0,436;-1,947;0,248;-3,277;6,008
"mystère";-1,395;-1,494;-1,947;34,745;-3,277;0,002
"musicien";-1,395;-1,494;0,101;0,248;-1,158;6,008
"mars";63,532;-1,643;-2,142;-1,863;-3,605;-0,746
"marchandise";2,947;-0,079;4,13;-1,693;-3,277;0,002
"mappemonde";-1,255;-0,028;-1,752;-1,524;-0,89;19,665
"lyrique";-1,395;-1,494;-0,29;46,158;-3,277;-2,406
"louvain";11,33;-1,643;0,029;-0,257;0,04;-2,647
"localité";-0,101;1,99;-2,142;-0,257;-3,605;8,717
"lithographie";-1,534;-1,643;-2,142;-1,863;-3,605;45,817
"lever";-0,046;-1,494;-1,947;-1,693;-3,277;31,957
"lacune";-1,255;-1,344;-0,177;0,438;8,557;-2,165
"juif";-0,046;-1,494;-1,947;34,745;-1,158;-2,406
"jardin";3,74;-0,028;-1,752;0,438;-2,949;1,123
"japon";8,713;-1,344;-1,752;-0,082;-0,89;1,123
"james";13,169;-1,045;-1,363;0;-2,293;0,379
"isolé";-1,534;0,263;-2,142;-0,257;5,295;-0,01
"inutile";-1,534;-0,148;11,826;-0,257;-1,437;-0,01
"intégrer";-0,101;-0,148;-0,418;-1,863;9,006;-0,746
"instructif";-0,101;-0,148;6,874;-1,863;-3,605;2,034
"innovation";-1,255;-0,028;16,774;-0,082;-0,89;-2,165
"inconscient";-1,534;-1,643;25,737;1,46;-3,605;-2,647
"incendie";49,335;-1,344;-1,752;-1,524;-2,949;-0,394
"impressionner";-1,534;-1,643;-2,142;4,268;-3,605;13,807
"impersonnel";-0,101;-1,643;6,874;-1,863;0,04;-0,01
"iconographique";-1,534;-1,643;-2,142;0,123;9,006;-0,01
"hygiène";-1,534;0,263;0,975;-0,257;0,812;-0,746
"générique";-1,395;-1,494;-1,947;-1,693;3,46;6,008
"germe";-0,697;0,218;-0,973;2,636;0,634;-1,203
"fugitif";-1,395;-0,079;1,381;0,248;-3,277;2,725
"folio";-0,697;-0,746;-0,973;-0,846;15,285;-1,203
"fleur";3,74;-1,344;-1,752;-0,082;-0,89;3,623
"familier";-1,115;-1,195;0,446;8,17;-0,637;-0,243
"faible";-0,046;-0,079;0,101;0,248;-1,158;0,723
"extraordinaire";-0,101;-1,643;3,257;0,123;-3,605;2,034
"exigence";-1,534;-0,148;3,257;-0,257;2,564;-2,647
"exclusif";0,364;0,263;0,029;-0,257;-0,249;-0,01
"ernest";0,028;0,011;-0,021;1,126;-0,406;-0,116
"enchaîner";-0,418;-0,448;5,588;0,863;-0,982;-0,721
"encadrer";-0,046;-1,494;0,101;0,248;-0,117;0,723
"efficace";2,947;-0,079;0,101;-1,693;-3,277;2,725
"ecclésiastique";-0,101;-1,643;-2,142;30,211;-0,249;-2,647
"déplacer";-1,395;-1,494;-0,29;-0,161;0,154;6,008
"déplacement";0,564;-0,079;-0,29;-0,161;3,46;-2,406
"dépendant";-1,395;12,14;0,101;-0,161;-1,158;-0,564
"dur";-1,395;-1,494;0,101;5,275;-3,277;2,725
"dominant";-1,395;-1,494;8,347;0,248;-3,277;0,723
"différer";-0,101;-1,643;0,975;1,46;0,04;-0,746
"das";10,645;-0,002;-0,084;0,718;-2,621;-1,925
"cursif";-1,255;-1,344;-1,752;-1,524;-2,949;37,479
"creux";-1,255;-1,344;-1,752;-1,524;-2,949;37,479
"coutume";-0,101;0,263;0,975;1,46;-0,249;-2,647
"courir";-1,534;0,263;-2,142;-0,257;2,564;0,439
"copiste";2,323;-0,148;-0,418;4,268;-3,605;-0,01
"coopérative";-1,395;39,793;-0,29;-1,693;-1,158;-2,406
"continuellement";-0,046;0,436;0,101;0,248;-0,117;-0,564
"confus";-0,046;-1,494;14,034;1,952;-3,277;-2,406
"combat";-1,115;-1,195;-0,084;14,93;-2,621;0,162
"christ";-1,395;-1,494;-1,947;10,215;-1,158;2,725
"chanson";-0,101;-1,643;-2,142;-0,257;-3,605;27,482
"cartographie";-1,395;-1,494;0,101;-1,693;-3,277;23,547
"carnet";-0,01;-1,344;-0,177;-0,082;0,365;1,123
"bout";-0,976;0,011;-1,363;0;-0,406;6,394
"banque";37,562;-1,643;-2,142;-1,863;-1,437;-0,01
"automatiquement";-0,101;-0,148;-2,142;-1,863;-0,249;13,807
"armée";31,135;-1,494;-0,29;-1,693;-1,158;-0,564
"archiviste";-1,395;39,793;-1,947;-1,693;-0,117;-2,406
"architecte";0,364;10,277;-2,142;0,123;-3,605;-0,01
"approfondi";-1,395;-1,494;14,034;0,248;-0,117;-2,406
"anvers";64,672;-1,344;-1,752;-1,524;-2,949;-2,165
"annoter";-1,115;1,023;0,446;0,718;0,001;-1,925
"animé";-1,395;-1,494;0,101;-0,161;-3,277;16,419
"andré";5,979;-1,643;-2,142;14,297;-1,437;-2,647
"alimenter";3,74;-0,028;-1,752;-1,524;0,365;0,047
"agriculture";-0,046;12,14;0,101;-1,693;-3,277;0,002
"affinité";-0,697;-0,746;-0,973;-0,846;15,285;-1,203
"accuser";8,713;-1,344;-1,752;2,592;-2,949;0,047
"abstraire";-0,697;-0,746;0,051;0,124;-0,058;1,362
"abrégé";0,001;-1,195;-1,558;-0,025;2,768;0,162
"éventuel";-0,01;-0,028;-0,177;-1,524;8,557;-2,165
"évangile";-0,046;-1,494;-1,947;24,95;-1,158;-0,564
"éternel";-1,255;-1,344;-0,177;29,183;-0,89;-2,165
"étage";-1,255;33,475;-1,752;-1,524;-2,949;0,047
"énoncé";0,282;-0,746;0,051;-0,846;3,363;-1,203
"écouler";0,564;-0,079;4,13;-1,693;0,154;-2,406
"zoologique";1,744;-1,045;-1,363;0;1,249;-0,116
"yves";-1,255;-1,344;-0,177;-1,524;8,557;0,047
"voyageur";7,195;-0,079;-1,947;-1,693;-3,277;6,008
"vice";-1,255;-0,028;-1,752;40,325;-2,949;-2,165
"vertical";-1,255;-0,028;-1,752;-1,524;13,682;-0,394
"tuer";1,217;-1,195;-1,558;-0,025;-2,621;9,529
"train";1,217;-1,195;-1,558;0,718;-0,637;1,683
"temple";-1,395;12,14;-1,947;0,248;-1,158;0,002
"sûrement";-1,395;-1,494;8,347;0,248;-1,158;0,002
"syntaxe";-0,557;-0,597;-0,778;23,66;-1,31;-0,962
"synoptiques";-0,836;-0,896;0,001;-1,015;0,243;3,603
"succursale";2,947;28,804;-1,947;-1,693;-3,277;-2,406
"statue";-1,255;-1,344;-1,752;6,543;-2,949;7,546
"spéculation";2,947;-1,494;4,13;-0,161;-3,277;0,002
"spécialisation";-1,395;6,467;4,13;-1,693;-0,117;-2,406
"songer";0,839;-0,028;-1,752;12,292;-2,949;-0,394
"sol";-0,01;-1,344;-1,752;6,543;-2,949;3,623
"shakespeare";-1,255;-1,344;-1,752;40,325;-2,949;-0,394
"santé";-1,395;19,586;-1,947;1,952;-1,158;-2,406
"sacrifice";-0,01;-0,028;-0,177;2,592;-0,89;0,047
"rétine";-1,395;-1,494;-0,29;-1,693;-3,277;31,957
"résistance";-1,255;-1,344;5,24;-1,524;-2,949;7,546
"réfléchi";-1,255;-1,344;16,774;-0,082;-2,949;0,047
"rédacteur";10,645;4,259;-1,558;-1,354;-0,637;-1,925
"revision";-1,255;3,302;-1,752;6,543;-0,029;-2,165
"ressemblance";-1,255;-1,344;16,774;-0,082;-0,89;-0,394
"responsabilité";7,195;6,467;-0,29;-1,693;-1,158;-2,406
"reposant";-0,697;-0,746;7,013;-0,846;-1,637;1,362
"repos";-0,976;0,011;0,776;0;-0,406;0,379
"reportage";2,947;-0,079;-1,947;-1,693;-1,158;6,008
"rejeter";-1,255;-1,344;-0,177;-1,524;4,629;1,123
"refléter";-1,255;-1,344;16,774;-1,524;-0,89;0,047
"recommencer";-1,255;-1,344;-1,752;0,438;8,557;-0,394
"pâte";15,76;-1,344;-1,752;-1,524;-2,949;3,623
"puiser";-0,046;-1,494;-0,29;0,248;3,46;-0,564
"prêtre";-0,046;-1,494;-1,947;46,158;-3,277;-2,406
"précédemment";-1,395;0,436;4,13;-1,693;-1,158;0,723
"préconiser";-1,395;0,436;-1,947;-0,161;6,73;-0,564
"précaution";-0,046;-0,079;-1,947;-1,693;1,268;2,725
"prospectus";1,217;-1,195;-1,558;-1,354;6,171;-0,243
"progressif";-0,01;-0,028;5,24;-0,082;-0,89;-0,394
"profiter";7,195;-0,079;-0,29;5,275;-3,277;-2,406
"pp";0,11;2,2;-1,168;-1,015;0,243;-0,028
"possesseur";2,947;-1,494;-1,947;0,248;3,46;-2,406
"plantin";24,879;-0,028;-1,752;-1,524;-0,89;-0,394
"plagiat";-0,697;-0,746;-0,973;29,578;-1,637;-1,203
"photogravure";-1,395;-1,494;-1,947;-1,693;-3,277;41,648
"peser";-0,836;-0,896;0,001;0,023;-0,206;3,603
"partiel";0,564;-1,494;1,381;-0,161;0,154;-0,564
"pareil";-1,115;9,71;-0,084;-0,025;0,001;-1,925
"ouverture";2,947;-0,079;-1,947;-1,693;0,154;0,723
"orgue";-1,255;-1,344;-1,752;0,438;-2,949;19,665
"oratoire";-1,395;-1,494;-1,947;59,189;-3,277;-2,406
"optimum";-0,976;0,011;0,776;-1,185;1,249;-0,116
"occidental";-1,395;-1,494;-0,29;16,774;-0,117;-0,564
"observateur";-1,255;-1,344;16,774;-1,524;-2,949;1,123
"obligation";0,839;0,68;-0,177;-0,082;-0,89;0,047
"nu";-1,255;-0,028;-0,177;2,592;-2,949;3,623
"nonpareil";0,608;-0,597;-0,778;-0,677;-1,31;7,924
"métallique";0,839;-1,344;-1,752;-1,524;-2,949;19,665
"médiocre";-1,395;-1,494;-0,29;24,95;-1,158;-0,564
"mutuel";0,564;2,565;4,13;-0,161;-3,277;-2,406
"muséographie";-0,976;12,091;-0,021;-1,185;0,058;-1,684
"mural";0,839;-0,028;-1,752;0,438;-0,029;0,047
"monopole";64,672;-1,344;-1,752;-1,524;-2,949;-2,165
"minéral";-0,976;-1,045;-0,021;-1,185;-2,293;19,731
"minuscule";-1,395;-0,079;-1,947;-0,161;0,154;6,008
"message";-0,01;-0,028;-0,177;-0,082;-2,949;7,546
"mentalité";-0,01;-0,028;24,989;-1,524;-2,949;-2,165
"maîtresse";0,282;-0,746;-0,973;2,636;-1,637;1,362
"marcel";15,76;3,302;-1,752;-1,524;-0,89;-2,165
"manipulation";-0,01;-0,028;-1,752;-1,524;8,557;-0,394
"magnifique";-0,046;-0,079;-0,29;10,215;-1,158;-0,564
"lyon";7,195;12,14;-1,947;-1,693;-3,277;-0,564
"livraison";-1,255;-0,028;-1,752;-1,524;20,005;-2,165
"liturgique";-1,255;-1,344;-1,752;29,183;-2,949;0,047
"lenteur";1,217;-0,002;6,677;-1,354;-2,621;-0,243
"jésus";0,839;-1,344;-1,752;0,438;-2,949;7,546
"justice";0,564;0,436;1,381;1,952;-3,277;-2,406
"jeunesse";-0,01;-0,028;10,191;-0,082;-2,949;-0,394
"investigation";-1,395;-1,494;29,812;-1,693;-1,158;-0,564
"intimement";-1,255;-0,028;16,774;0,438;-2,949;-2,165
"interpréter";-1,395;-1,494;8,347;0,248;-3,277;0,723
"instaurer";0,839;7,892;-1,752;-0,082;-0,029;-2,165
"idéologie";0,564;0,436;4,13;0,248;-3,277;-2,406
"idéographie";-0,418;-0,448;0,64;-0,508;-0,982;4,295
"idéogramme";-0,418;-0,448;-0,584;-0,508;-0,982;12,485
"identifier";-1,255;-1,344;-0,177;2,592;4,629;-2,165
"homogène";-1,115;-1,195;-0,084;0,718;0,001;1,683
"haye";-0,01;33,475;-1,752;-1,524;-0,89;-2,165
"habituer";-1,115;-1,195;-0,084;23,711;-2,621;-0,243
"gratuit";15,76;0,68;-0,177;-0,082;-2,949;-2,165
"gras";-1,395;-1,494;-1,947;5,275;-1,158;6,008
"grammatical";-0,697;-0,746;-0,973;8,382;0,634;-1,203
"gloire";-1,255;-1,344;-1,752;40,325;-2,949;-0,394
"germanique";-1,255;-1,344;0,233;12,292;-0,89;-0,394
"gain";13,31;-1,494;8,347;-1,693;-3,277;-2,406
"frac";0,028;0,011;-1,363;-1,185;8,248;-1,684
"formulaire";-0,418;1,1;-0,584;-0,508;-0,982;4,295
"forcément";-0,046;-1,494;21,188;-0,161;-1,158;-2,406
"finance";-1,255;33,475;-0,177;-1,524;-2,949;-0,394
"figuré";-0,697;-0,746;-0,973;8,382;-0,058;0,001
"feuilleter";-1,395;-1,494;-0,29;-0,161;16,503;-2,406
"extrêmement";-1,255;-1,344;5,24;0,438;-2,949;1,123
"exploitation";21,289;-0,079;-1,947;-0,161;-3,277;0,002
"espoir";-0,046;-0,079;-0,29;16,774;-1,158;-2,406
"entretenir";-0,046;19,586;0,101;-1,693;-3,277;-0,564
"engendrer";-1,255;-0,028;-0,177;2,592;-0,89;1,123
"effacer";-1,395;-1,494;-0,29;16,774;-3,277;0,723
"désireux";0,564;0,436;0,101;0,248;-0,117;-2,406
"décor";-1,255;-1,344;-0,177;2,592;-2,949;7,546
"décomposer";-0,557;-0,597;0,223;-0,677;0;2,402
"décembre";31,135;-0,079;-1,947;0,248;-3,277;-2,406
"doubler";2,947;0,436;0,101;-1,693;-0,117;-0,564
"doter";0,564;6,467;1,381;-1,693;-3,277;-0,564
"dialecte";-1,255;-0,028;-0,177;12,292;-2,949;0,047
"devise";0,564;-1,494;-0,29;10,215;-0,117;-2,406
"cour";2,947;6,467;-1,947;-1,693;-0,117;-0,564
"copier";-1,255;-1,344;-1,752;2,592;-0,029;3,623
"coopératif";-0,01;33,475;-1,752;-1,524;-0,89;-2,165
"consommer";31,135;-1,494;-1,947;-0,161;-3,277;0,002
"conformer";-1,255;-1,344;0,233;-1,524;8,557;-0,394
"confiance";2,947;2,565;4,13;-1,693;-3,277;-2,406
"conduite";-1,255;-1,344;24,989;0,438;-2,949;-2,165
"concis";-0,976;-1,045;-0,021;-1,185;14,056;-1,684
"comptable";-0,01;-0,028;-1,752;-1,524;8,557;-0,394
"complication";-1,255;-1,344;-1,752;-0,082;1,898;3,623
"commettre";3,74;0,68;-1,752;-0,082;0,365;-2,165
"colis";24,879;-1,344;-1,752;-1,524;-2,949;1,123
"clientèle";7,195;-0,079;0,101;1,952;-3,277;-2,406
"cinématographie";-1,255;22,978;-1,752;-1,524;-2,949;1,123
"cinématographe";-1,395;2,565;-1,947;-0,161;-3,277;10,573
"cheval";-0,046;-1,494;-1,947;-1,693;0,154;10,573
"centraliser";0,001;4,259;-1,558;-1,354;2,768;-1,925
"cellule";-1,255;-0,028;0,233;-1,524;-2,949;12,894
"cathédrale";-1,255;-1,344;-1,752;29,183;-2,949;0,047
"catalogage";-1,255;-0,028;-1,752;-0,082;13,682;-2,165
"capacité";-1,255;-0,028;1,921;-0,082;-2,949;3,623
"calligraphie";-1,255;-1,344;-1,752;-1,524;-2,949;37,479
"bernard";2,947;-1,494;0,101;5,275;-3,277;-0,564
"bataille";0,839;-1,344;0,233;6,543;-2,949;-0,394
"avis";7,195;-0,079;-0,29;-1,693;0,154;-0,564
"audible";-0,046;-1,494;-1,947;-1,693;-3,277;31,957
"associé";-0,046;0,436;4,13;0,248;-3,277;-0,564
"asie";7,195;-1,494;-1,947;5,275;-3,277;0,002
"applicable";0,001;-1,195;-0,084;-1,354;10,922;-1,925
"animer";0,282;-0,746;2,064;-0,846;-1,637;1,362
"alexandrie";-1,255;7,892;-1,752;0,438;-0,029;-0,394
"agrandissement";-1,395;0,436;-1,947;-0,161;-3,277;16,419
"advenir";-1,255;-0,028;-0,177;19,838;-0,89;-2,165
"actualité";7,195;2,565;-0,29;0,248;-3,277;-2,406
"abraham";0,001;-1,195;-1,558;-0,025;-2,621;15,855
"aborder";-0,01;-0,028;-1,752;-0,082;1,898;0,047
"abbé";21,289;-0,079;-0,29;-1,693;-1,158;-0,564
"éveiller";-1,115;-1,195;0,446;8,17;-2,621;0,162
"évaluer";1,217;-1,195;0,446;-1,354;-2,621;4,805
"étroitement";-0,418;1,1;0,64;-0,508;0,122;-0,721
"épique";-1,255;-1,344;-1,752;40,325;-2,949;-0,394
"épigraphie";-1,255;-1,344;-1,752;-0,082;-0,89;19,665
"épargner";8,713;-0,028;-0,177;-0,082;-0,89;-0,394
"économiser";0,028;0,011;-1,363;0;1,249;-0,116
"écho";1,217;-0,002;-0,084;-0,025;-2,621;1,683
"z";-0,836;-0,896;-1,168;1,727;-1,965;8,593
"xive";0,839;-1,344;-1,752;0,438;-0,89;3,623
"vii";1,217;-1,195;-0,084;-0,025;0,711;-0,243
"vert";-1,255;-0,028;-1,752;-1,524;-2,949;27,86
"vatican";29,4;-0,002;-1,558;-1,354;-2,621;-0,243
"vapeur";0,001;-0,002;0,446;-1,354;-2,621;4,805
"vain";-0,976;0,011;0,776;1,126;-0,406;-0,116
"télégraphie";3,74;-1,344;-1,752;-1,524;-2,949;12,894
"transition";-0,976;-1,045;-0,021;-1,185;0,058;6,394
"tonne";22,878;-1,045;-1,363;-1,185;-2,293;0,379
"taxe";22,878;0,011;-1,363;-1,185;-2,293;-0,116
"taine";-1,115;-1,195;6,677;8,17;-2,621;-1,925
"tache";-1,255;-1,344;-1,752;-1,524;-0,029;19,665
"tablette";0,001;-1,195;-1,558;-1,354;-2,621;23,782
"sévère";-0,01;-1,344;-0,177;6,543;-0,89;0,047
"synthétiser";-0,01;-0,028;5,24;-1,524;-0,89;0,047
"strict";-1,255;-0,028;-0,177;-0,082;4,629;-0,394
"spécifier";-0,976;-1,045;-1,363;-1,185;21,403;-1,684
"spencer";1,744;-1,045;0,776;0;-0,406;-0,116
"souple";-1,115;-0,002;-0,084;-1,354;0,001;4,805
"society";0,608;4,853;-0,778;-0,677;0;-0,962
"signer";-1,255;-1,344;-1,752;-0,082;8,557;0,047
"sec";-1,255;-1,344;-1,752;-0,082;-0,89;19,665
"salon";0,839;7,892;-1,752;-0,082;-2,949;0,047
"rêve";-1,115;-1,195;-1,558;34,515;-2,621;-0,243
"rétablir";-1,255;-0,028;-0,177;19,838;-2,949;-0,394
"répartie";1,217;1,023;-1,558;-1,354;2,768;-1,925
"régler";-0,01;3,302;-0,177;-1,524;-2,949;3,623
"réciproque";-1,255;-1,344;24,989;-0,082;-2,949;-0,394
"réception";0,028;-1,045;-1,363;-1,185;-0,406;12,147
"ruine";-1,115;-1,195;-1,558;8,17;-2,621;4,805
"ressortir";-0,976;-1,045;-1,363;0;14,056;-1,684
"respecter";0,001;1,023;-1,558;-1,354;2,768;-0,243
"renoncer";-1,255;-0,028;0,233;6,543;-0,029;-2,165
"rendement";-1,115;4,259;6,677;-1,354;-2,621;-0,243
"rejoindre";-1,255;33,475;-1,752;-1,524;-0,029;-2,165
"recouvrir";-1,255;-1,344;-0,177;-0,082;-2,949;19,665
"radiophonique";8,713;-0,028;-1,752;-1,524;-2,949;3,623
"radiophonie";0,001;1,023;-1,558;-1,354;-2,621;9,529
"radiodiffusion";-1,255;22,978;-0,177;-1,524;-2,949;0,047
"prêter";-1,255;3,302;-1,752;0,438;1,898;-2,165
"préférence";-0,976;-1,045;-0,021;-1,185;3,979;0,379
"propagation";0,001;-0,002;6,677;0,718;-2,621;-1,925
"profondément";-1,115;-0,002;6,677;0,718;-2,621;-0,243
"profondeur";-1,255;-1,344;1,921;2,592;-2,949;1,123
"proclamer";0,001;-0,002;0,446;8,17;-2,621;-1,925
"prière";-1,115;1,023;-1,558;14,93;-0,637;-1,925
"privilège";8,713;-1,344;-1,752;2,592;-2,949;0,047
"pratiquer";0,028;0,011;-0,021;10,311;-2,293;-1,684
"pleinement";-1,115;-1,195;12,545;3,433;-2,621;-1,925
"piano";-0,01;-1,344;-1,752;-0,082;-2,949;19,665
"phénicien";-0,976;-1,045;-1,363;-1,185;-2,293;29,144
"physiologie";-1,115;-1,195;0,446;-0,025;0,711;0,162
"phonographique";-1,115;-1,195;-1,558;-1,354;0,001;15,855
"perforation";-1,115;-1,195;-1,558;-1,354;2,768;4,805
"peindre";1,744;-1,045;-0,021;0;-0,406;0,379
"patience";-0,01;0,68;5,24;-0,082;-2,949;-0,394
"pascal";-0,01;-1,344;-1,752;29,183;-2,949;-0,394
"parlant";-1,255;-1,344;-1,752;-0,082;-0,89;19,665
"parfaitement";-0,836;0,072;0,001;-1,015;-1,965;8,593
"ouïe";-1,115;-1,195;6,677;-0,025;-2,621;1,683
"ouvert";1,217;-1,195;-1,558;-1,354;0,001;4,805
"oublier";-0,836;-0,896;1,28;-1,015;5,703;-1,443
"orientation";-0,836;2,2;11,179;-1,015;-1,965;-1,443
"opérateur";1,217;-1,195;-1,558;-1,354;-2,621;15,855
"omission";-0,697;-0,746;-0,973;8,382;0,634;-1,203
"occident";-1,255;-0,028;-1,752;19,838;-0,89;-0,394
"objection";-1,255;-1,344;5,24;12,292;-2,949;-2,165
"numérotation";-1,115;-1,195;-1,558;-1,354;17,019;-0,243
"méthodologie";-0,976;-1,045;0,776;-1,185;8,248;-1,684
"mécaniquement";-0,697;-0,746;-0,973;-0,846;8,247;0,001
"municipal";-1,115;53,66;-1,558;-1,354;-2,621;-1,925
"moule";-1,255;-1,344;0,233;-0,082;-0,029;3,623
"moscou";0,839;0,68;-1,752;-1,524;1,898;-0,394
"microscopique";-1,255;-1,344;-1,752;-1,524;0,365;12,894
"microphone";0,839;-0,028;-1,752;-1,524;-2,949;12,894
"mercure";8,713;-0,028;-1,752;2,592;-2,949;-0,394
"mer";-1,115;-0,002;-0,084;-1,354;-2,621;15,855
"martin";6,124;1,506;-1,363;0;-0,406;-1,684
"maquette";-1,255;-1,344;-0,177;-0,082;-2,949;19,665
"manier";-1,115;-0,002;2,644;-1,354;0,001;0,162
"majuscule";-1,255;0,68;-1,752;-1,524;-0,89;12,894
"magique";-1,255;-1,344;-1,752;-1,524;-2,949;37,479
"luther";0,839;-1,344;-1,752;29,183;-2,949;-2,165
"lettré";-1,255;-1,344;-1,752;29,183;-2,949;0,047
"lentement";-0,836;-0,896;19,799;0,023;-1,965;-1,443
"larousse";3,74;-0,028;-1,752;-1,524;4,629;-2,165
"joindre";-0,01;-1,344;0,233;0,438;0,365;-0,394
"jahrbuch";49,335;-1,344;-1,752;-1,524;-0,89;-2,165
"intercaler";-1,255;-1,344;-1,752;-1,524;4,629;3,623
"intention";0,11;-0,896;0,001;-1,015;0,243;0,748
"intelligible";-0,697;0,218;7,013;-0,846;-0,058;-1,203
"instinct";-1,115;-1,195;0,446;14,93;-2,621;-0,243
"instantanément";0,028;-1,045;-1,363;-1,185;-2,293;19,731
"insecte";-0,01;-0,028;-1,752;-1,524;-2,949;19,665
"initiation";0,001;-1,195;12,545;-1,354;0,001;-1,925
"ingénieur";-1,255;-0,028;-0,177;-1,524;0,365;3,623
"informer";-1,255;-0,028;0,233;12,292;-2,949;-0,394
"indépendance";49,335;-1,344;-1,752;-1,524;-0,89;-2,165
"inde";-0,01;-1,344;-1,752;12,292;-2,949;1,123
"impossibilité";0,11;0,072;0,001;-1,015;2,075;-1,443
"immensément";0,001;-1,195;2,644;0,718;-2,621;0,162
"identité";-1,115;-0,002;-1,558;-1,354;17,019;-1,925
"héliogravure";-0,01;-1,344;-1,752;-1,524;-2,949;27,86
"hébreux";-1,255;-1,344;-1,752;19,838;-2,949;1,123
"hiéroglyphe";-1,115;-1,195;0,446;0,718;-2,621;4,805
"handbuch";2,492;7,281;-1,168;-1,015;-0,206;-1,443
"guider";-0,836;-0,896;11,179;0,023;-1,965;-0,028
"grave";-0,836;-0,896;1,28;6,126;-1,965;-0,028
"gratuitement";3,74;14,451;-1,752;-0,082;-2,949;-2,165
"graphologie";-1,115;1,023;20,249;-1,354;-2,621;-1,925
"graphie";-0,976;0,011;0,776;-1,185;0,058;0,379
"grain";-1,115;-1,195;-1,558;-0,025;-0,637;15,855
"genèse";-1,255;0,68;16,774;-1,524;-0,89;-2,165
"gaz";0,028;-1,045;-1,363;-1,185;-0,406;12,147
"fécond";-0,697;0,218;-0,973;8,382;-0,058;-1,203
"frontispice";-1,115;-1,195;-1,558;-0,025;10,922;-0,243
"françois";8,713;-1,344;-0,177;6,543;-2,949;-2,165
"fonctionnaire";0,839;7,892;-1,752;0,438;-0,89;-2,165
"fable";-1,255;-1,344;-1,752;19,838;-2,949;1,123
"expérimental";0,001;-1,195;6,677;-1,354;0,001;-0,243
"expressif";-0,836;-0,896;0,001;1,727;-0,206;0,748
"essor";0,839;-1,344;-1,752;-1,524;-2,949;19,665
"essence";-1,255;-0,028;0,233;12,292;-2,949;-0,394
"esquisse";-1,255;0,68;-0,177;-1,524;0,365;1,123
"esperanto";-1,255;-0,028;-0,177;6,543;-0,029;-0,394
"enveloppe";-1,115;-1,195;-0,084;-1,354;2,768;1,683
"emplacement";0,001;-1,195;-0,084;-1,354;6,171;-0,243
"emparer";0,001;1,023;-1,558;8,17;-2,621;-0,243
"efficacité";-1,115;1,023;-1,558;-0,025;-2,621;9,529
"effectif";0,001;1,023;0,446;0,718;-2,621;-0,243
"détourner";-0,01;-1,344;16,774;0,438;-2,949;-2,165
"déterminant";-1,255;0,68;0,233;-0,082;1,898;-2,165
"désordre";-0,976;12,091;-0,021;0;-0,406;-1,684
"désignation";-1,255;-1,344;-1,752;-1,524;20,005;-0,394
"dériver";-0,976;-1,045;0,776;-1,185;-2,293;12,147
"dépositaire";24,879;0,68;-1,752;-0,082;-2,949;-2,165
"dénomination";8,713;-1,344;-1,752;-1,524;0,365;0,047
"déformation";0,001;-1,195;6,677;-1,354;-2,621;1,683
"définitivement";-0,01;0,68;-1,752;19,838;-2,949;-2,165
"décret";36,07;-1,344;-1,752;-1,524;-0,89;-0,394
"déchiffrement";-1,115;-1,195;-1,558;-0,025;-2,621;23,782
"diversité";-1,115;1,023;0,446;0,718;0,001;-1,925
"distinctement";-1,255;-0,028;-1,752;-1,524;20,005;-2,165
"dissertation";0,001;4,259;-1,558;-1,354;2,768;-1,925
"disciple";-1,115;-1,195;-1,558;34,515;-0,637;-1,925
"digne";-1,255;7,892;0,233;0,438;-2,949;-0,394
"die";1,246;-0,448;0,64;-0,508;-0,982;0,374
"den";0,282;3,232;-0,973;-0,846;0,634;-1,203
"danse";-0,557;-0,597;0,223;4,083;-1,31;0,081
"cylindre";-1,115;-0,002;-1,558;-1,354;-2,621;23,782
"crise";-0,01;-0,028;1,921;6,543;-2,949;-2,165
"crayon";-1,115;-1,195;-1,558;-1,354;-0,637;23,782
